neuron,cluster_index,feature,category,category_fine,iou,feature_length,w_entail,w_neutral,w_contra
773,2,((((hyp:tok:couch OR hyp:tok:inside) OR hyp:tok:indoors) OR hyp:tok:outer) OR hyp:tok:canadian),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.019161676646706587,5,-0.07796288,-0.057126153,0.10437292
775,0,((((hyp:tok:outside OR pre:tok:guitar) OR pre:tok:device) OR hyp:tok:wet) OR hyp:tok:clothes),((((hyp OR pre) OR pre) OR hyp) OR hyp),((((hyp:tok OR pre:tok) OR pre:tok) OR hyp:tok) OR hyp:tok),0.033128834355828224,5,-0.010160895,-0.019136742,-0.047668044
775,1,(((((NOT hyp:tag:in) AND hyp:tok:man) AND hyp:tag:.) OR pre:tok:hooded) OR hyp:tok:female),(((((NOT hyp) AND hyp) AND hyp) OR pre) OR hyp),(((((NOT hyp:tag) AND hyp:tok) AND hyp:tag) OR pre:tok) OR hyp:tok),0.014551333872271624,6,-0.010160895,-0.019136742,-0.047668044
775,2,((((hyp:tok:sport OR hyp:tok:traveling) AND hyp:tag:.) AND oth:overlap:overlap25) AND hyp:tag:dt),((((hyp OR hyp) AND hyp) AND oth) AND hyp),((((hyp:tok OR hyp:tok) AND hyp:tag) AND oth:overlap) AND hyp:tag),0.012345679012345678,5,-0.010160895,-0.019136742,-0.047668044
776,0,pre:tok:in,pre,pre:tok,0.0,1,0.028725978,-0.0730623,0.021266975
776,1,((((hyp:tok:humans OR pre:tok:performers) AND pre:tag:vbp) OR hyp:tok:crew) OR hyp:tok:eye),((((hyp OR pre) AND pre) OR hyp) OR hyp),((((hyp:tok OR pre:tok) AND pre:tag) OR hyp:tok) OR hyp:tok),0.07142857142857142,5,0.028725978,-0.0730623,0.021266975
776,2,(((hyp:tag:nnp AND hyp:tok:humans) OR pre:tok:sea) AND (NOT hyp:tag:nn)),(((hyp AND hyp) OR pre) AND (NOT hyp)),(((hyp:tag AND hyp:tok) OR pre:tok) AND (NOT hyp:tag)),0.13636363636363635,5,0.028725978,-0.0730623,0.021266975
782,0,((((NOT hyp:tok:near) AND (pre:tag:nn OR pre:tag:nns)) AND (NOT hyp:tok:outside)) OR pre:tok:children),((((NOT hyp) AND (pre OR pre)) AND (NOT hyp)) OR pre),((((NOT hyp:tok) AND (pre:tag OR pre:tag)) AND (NOT hyp:tok)) OR pre:tok),0.06723891273247497,7,-0.06328294,0.024761885,0.027687976
782,1,((((hyp:tag:dt OR hyp:tag:vbg) OR hyp:tag:vbz) AND (NOT hyp:tok:near)) OR hyp:tok:walk),((((hyp OR hyp) OR hyp) AND (NOT hyp)) OR hyp),((((hyp:tag OR hyp:tag) OR hyp:tag) AND (NOT hyp:tok)) OR hyp:tok),0.02672162115747896,6,-0.06328294,0.024761885,0.027687976
782,2,(((((NOT oth:overlap:overlap75) AND hyp:tag:dt) OR hyp:tag:prp$) AND (NOT hyp:tok:has)) OR pre:tok:doctor),(((((NOT oth) AND hyp) OR hyp) AND (NOT hyp)) OR pre),(((((NOT oth:overlap) AND hyp:tag) OR hyp:tag) AND (NOT hyp:tok)) OR pre:tok),0.01578776795222001,7,-0.06328294,0.024761885,0.027687976
787,0,(((((NOT oth:overlap:overlap50) AND pre:tag:nn) AND (NOT hyp:tok:outside)) OR pre:tok:children) AND (NOT pre:tok:carrying)),(((((NOT oth) AND pre) AND (NOT hyp)) OR pre) AND (NOT pre)),(((((NOT oth:overlap) AND pre:tag) AND (NOT hyp:tok)) OR pre:tok) AND (NOT pre:tok)),0.04118663594470046,8,-0.027613677,-0.039505403,0.025808297
787,1,(((((NOT oth:overlap:overlap50) AND pre:tag:nn) AND (NOT hyp:tok:to)) OR pre:tok:through) AND (NOT hyp:tok:outside)),(((((NOT oth) AND pre) AND (NOT hyp)) OR pre) AND (NOT hyp)),(((((NOT oth:overlap) AND pre:tag) AND (NOT hyp:tok)) OR pre:tok) AND (NOT hyp:tok)),0.020580867916864126,8,-0.027613677,-0.039505403,0.025808297
787,2,(((((NOT oth:overlap:overlap50) AND hyp:tag:nn) OR hyp:tok:sleeping) AND (NOT hyp:tok:for)) OR hyp:tok:rollerblading),(((((NOT oth) AND hyp) OR hyp) AND (NOT hyp)) OR hyp),(((((NOT oth:overlap) AND hyp:tag) OR hyp:tok) AND (NOT hyp:tok)) OR hyp:tok),0.011109309114498865,7,-0.027613677,-0.039505403,0.025808297
791,0,pre:tok:in,pre,pre:tok,0.0,1,-0.033741258,0.05201013,-0.10588554
791,1,pre:tok:in,pre,pre:tok,0.0,1,-0.033741258,0.05201013,-0.10588554
791,2,pre:tok:in,pre,pre:tok,0.0,1,-0.033741258,0.05201013,-0.10588554
793,0,((((hyp:tok:it OR hyp:tok:man) OR hyp:tok:for) AND (NOT pre:tok:blue)) OR hyp:tok:tall),((((hyp OR hyp) OR hyp) AND (NOT pre)) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) AND (NOT pre:tok)) OR hyp:tok),0.032525314513654494,6,0.013906776,0.028617563,-0.07499935
793,1,(((((NOT hyp:tag:in) AND hyp:tag:dt) OR hyp:tok:men) OR pre:tok:women) AND (NOT pre:tok:dog)),(((((NOT hyp) AND hyp) OR hyp) OR pre) AND (NOT pre)),(((((NOT hyp:tag) AND hyp:tag) OR hyp:tok) OR pre:tok) AND (NOT pre:tok)),0.018467519844484043,7,0.013906776,0.028617563,-0.07499935
793,2,((((hyp:tok:homeless OR pre:tok:women) OR pre:tok:talking) OR pre:tok:bikes) OR pre:tok:table),((((hyp OR pre) OR pre) OR pre) OR pre),((((hyp:tok OR pre:tok) OR pre:tok) OR pre:tok) OR pre:tok),0.010071090047393365,5,0.013906776,0.028617563,-0.07499935
796,0,((((pre:tok:wearing OR pre:tok:with) OR hyp:tok:women) AND (NOT pre:tag:prp)) AND (NOT hyp:tag:vb)),((((pre OR pre) OR hyp) AND (NOT pre)) AND (NOT hyp)),((((pre:tok OR pre:tok) OR hyp:tok) AND (NOT pre:tag)) AND (NOT hyp:tag)),0.030534351145038167,7,-0.03359598,-0.027301233,0.032793052
796,1,((((hyp:tok:sitting OR pre:tok:is) AND hyp:tag:vbg) OR hyp:tok:swimming) OR hyp:tok:blue),((((hyp OR pre) AND hyp) OR hyp) OR hyp),((((hyp:tok OR pre:tok) AND hyp:tag) OR hyp:tok) OR hyp:tok),0.014802631578947368,5,-0.03359598,-0.027301233,0.032793052
796,2,((((hyp:tok:not OR hyp:tok:swimming) OR hyp:tok:blue) OR hyp:tok:slide) OR hyp:tok:purple),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.012333965844402278,5,-0.03359598,-0.027301233,0.032793052
798,0,(((((NOT hyp:tok:outside) AND pre:tag:nn) AND (NOT hyp:tok:sitting)) AND (NOT hyp:tag:ex)) AND (NOT hyp:tok:standing)),(((((NOT hyp) AND pre) AND (NOT hyp)) AND (NOT hyp)) AND (NOT hyp)),(((((NOT hyp:tok) AND pre:tag) AND (NOT hyp:tok)) AND (NOT hyp:tag)) AND (NOT hyp:tok)),0.058265685456338666,9,-0.03757682,0.032911576,-0.014063755
798,1,(((((NOT oth:overlap:overlap75) AND pre:tag:dt) OR hyp:tag:prp$) AND (NOT hyp:tok:sitting)) AND (NOT hyp:tag:ex)),(((((NOT oth) AND pre) OR hyp) AND (NOT hyp)) AND (NOT hyp)),(((((NOT oth:overlap) AND pre:tag) OR hyp:tag) AND (NOT hyp:tok)) AND (NOT hyp:tag)),0.022291247944454595,8,-0.03757682,0.032911576,-0.014063755
798,2,(((((NOT oth:overlap:overlap50) AND pre:tag:in) OR hyp:tag:vb) OR pre:tok:doing) OR hyp:tok:for),(((((NOT oth) AND pre) OR hyp) OR pre) OR hyp),(((((NOT oth:overlap) AND pre:tag) OR hyp:tag) OR pre:tok) OR hyp:tok),0.01080642982574632,6,-0.03757682,0.032911576,-0.014063755
800,0,(hyp:tok:napping AND pre:tok:on),(hyp AND pre),(hyp:tok AND pre:tok),0.5,2,-0.28860164,0.1577375,-0.12925121
800,1,pre:tok:in,pre,pre:tok,0.0,1,-0.28860164,0.1577375,-0.12925121
800,2,pre:tok:in,pre,pre:tok,0.0,1,-0.28860164,0.1577375,-0.12925121
805,0,((hyp:tok:edge OR hyp:tok:screaming) AND pre:tok:people),((hyp OR hyp) AND pre),((hyp:tok OR hyp:tok) AND pre:tok),0.2,3,-0.026962997,-0.057860326,-0.022524105
805,1,(((hyp:tok:body AND pre:tok:person) OR pre:tok:produce) AND hyp:tag:nn),(((hyp AND pre) OR pre) AND hyp),(((hyp:tok AND pre:tok) OR pre:tok) AND hyp:tag),0.07142857142857142,4,-0.026962997,-0.057860326,-0.022524105
805,2,(((hyp:tok:outdoors AND pre:tok:yard) OR pre:tok:stream) AND hyp:tok:outdoors),(((hyp AND pre) OR pre) AND hyp),(((hyp:tok AND pre:tok) OR pre:tok) AND hyp:tok),0.08695652173913043,4,-0.026962997,-0.057860326,-0.022524105
813,0,(((((NOT pre:tok:woman) AND hyp:tok:woman) OR hyp:tok:lot) AND (NOT hyp:tag:prp$)) OR hyp:tok:run),(((((NOT pre) AND hyp) OR hyp) AND (NOT hyp)) OR hyp),(((((NOT pre:tok) AND hyp:tok) OR hyp:tok) AND (NOT hyp:tag)) OR hyp:tok),0.034229828850855744,7,-0.06792952,-0.062471446,0.13385144
813,1,((((NOT hyp:tag:vbp) AND (hyp:tok:woman AND pre:tok:man)) OR hyp:tok:rollerblading) OR hyp:tok:surf),((((NOT hyp) AND (hyp AND pre)) OR hyp) OR hyp),((((NOT hyp:tag) AND (hyp:tok AND pre:tok)) OR hyp:tok) OR hyp:tok),0.015657620041753653,6,-0.06792952,-0.062471446,0.13385144
813,2,((((hyp:tok:girl OR hyp:tok:woman) AND pre:tok:man) OR pre:tok:gentleman) OR pre:tok:scouts),((((hyp OR hyp) AND pre) OR pre) OR pre),((((hyp:tok OR hyp:tok) AND pre:tok) OR pre:tok) OR pre:tok),0.011638316920322292,5,-0.06792952,-0.062471446,0.13385144
820,0,pre:tok:in,pre,pre:tok,0.0,1,0.001661625,-0.025225788,-0.07500884
820,1,pre:tok:in,pre,pre:tok,0.0,1,0.001661625,-0.025225788,-0.07500884
820,2,pre:tok:in,pre,pre:tok,0.0,1,0.001661625,-0.025225788,-0.07500884
821,0,((((NOT hyp:tok:for) AND (oth:overlap:overlap25 OR pre:tag:in)) AND (NOT hyp:tok:girls)) AND (NOT hyp:tag:nnp)),((((NOT hyp) AND (oth OR pre)) AND (NOT hyp)) AND (NOT hyp)),((((NOT hyp:tok) AND (oth:overlap OR pre:tag)) AND (NOT hyp:tok)) AND (NOT hyp:tag)),0.060540313549832026,8,0.026420424,-0.01669924,0.0041053
821,1,(((((NOT hyp:tag:vb) AND pre:tag:nn) OR pre:tag:vb) AND (NOT hyp:tag:prp)) OR oth:overlap:overlap75),(((((NOT hyp) AND pre) OR pre) AND (NOT hyp)) OR oth),(((((NOT hyp:tag) AND pre:tag) OR pre:tag) AND (NOT hyp:tag)) OR oth:overlap),0.026317981177646374,7,0.026420424,-0.01669924,0.0041053
821,2,(((((NOT hyp:tag:vb) AND pre:tag:nn) AND (NOT hyp:tag:prp)) AND (NOT hyp:tok:for)) OR hyp:tok:poses),(((((NOT hyp) AND pre) AND (NOT hyp)) AND (NOT hyp)) OR hyp),(((((NOT hyp:tag) AND pre:tag) AND (NOT hyp:tag)) AND (NOT hyp:tok)) OR hyp:tok),0.013352455368181594,8,0.026420424,-0.01669924,0.0041053
833,0,(((((NOT pre:tok:some) AND hyp:tag:nn) OR hyp:tag:prp) AND (NOT hyp:tok:young)) AND (NOT hyp:tok:standing)),(((((NOT pre) AND hyp) OR hyp) AND (NOT hyp)) AND (NOT hyp)),(((((NOT pre:tok) AND hyp:tag) OR hyp:tag) AND (NOT hyp:tok)) AND (NOT hyp:tok)),0.056470226188644404,8,-0.029861776,0.027798658,-0.018265415
833,1,(((((NOT hyp:tok:outside) AND pre:tag:nn) AND (NOT hyp:tok:sitting)) AND (NOT hyp:tag:ex)) OR hyp:tag:vb),(((((NOT hyp) AND pre) AND (NOT hyp)) AND (NOT hyp)) OR hyp),(((((NOT hyp:tok) AND pre:tag) AND (NOT hyp:tok)) AND (NOT hyp:tag)) OR hyp:tag),0.023760479041916166,8,-0.029861776,0.027798658,-0.018265415
833,2,((((hyp:tag:. OR pre:tok:dog) OR hyp:tok:on) AND (NOT hyp:tok:there)) AND (NOT hyp:tok:sitting)),((((hyp OR pre) OR hyp) AND (NOT hyp)) AND (NOT hyp)),((((hyp:tag OR pre:tok) OR hyp:tok) AND (NOT hyp:tok)) AND (NOT hyp:tok)),0.011596443757247778,7,-0.029861776,0.027798658,-0.018265415
837,0,pre:tok:in,pre,pre:tok,0.0,1,-0.08989148,-0.07292605,0.08532659
837,1,pre:tok:in,pre,pre:tok,0.0,1,-0.08989148,-0.07292605,0.08532659
837,2,pre:tok:in,pre,pre:tok,0.0,1,-0.08989148,-0.07292605,0.08532659
842,0,((((hyp:tok:center OR hyp:tok:sing) AND hyp:tag:nns) OR hyp:tok:upset) AND (NOT pre:tok:front)),((((hyp OR hyp) AND hyp) OR hyp) AND (NOT pre)),((((hyp:tok OR hyp:tok) AND hyp:tag) OR hyp:tok) AND (NOT pre:tok)),0.1875,6,-0.02359073,0.003912963,0.010002665
842,1,((((hyp:tok:groups OR pre:tok:napping) OR pre:tok:office) AND hyp:tok:people) AND pre:tag:.),((((hyp OR pre) OR pre) AND hyp) AND pre),((((hyp:tok OR pre:tok) OR pre:tok) AND hyp:tok) AND pre:tag),0.08823529411764706,5,-0.02359073,0.003912963,0.010002665
842,2,((hyp:tok:tube OR pre:tok:artwork) AND pre:tok:man),((hyp OR pre) AND pre),((hyp:tok OR pre:tok) AND pre:tok),0.08,3,-0.02359073,0.003912963,0.010002665
849,0,pre:tok:in,pre,pre:tok,0.0,1,0.03531381,-0.06352702,-0.030137012
849,1,pre:tok:in,pre,pre:tok,0.0,1,0.03531381,-0.06352702,-0.030137012
849,2,pre:tok:in,pre,pre:tok,0.0,1,0.03531381,-0.06352702,-0.030137012
850,0,((((NOT hyp:tag:ex) AND (hyp:tag:dt OR pre:tag:jj)) AND (NOT pre:tok:women)) AND (NOT pre:tok:female)),((((NOT hyp) AND (hyp OR pre)) AND (NOT pre)) AND (NOT pre)),((((NOT hyp:tag) AND (hyp:tag OR pre:tag)) AND (NOT pre:tok)) AND (NOT pre:tok)),0.04779756326148079,8,-0.06317688,-0.027604895,0.027852636
850,1,((((NOT oth:overlap:overlap75) AND (hyp:tag:nn OR hyp:tag:vbg)) AND (NOT hyp:tok:to)) AND (NOT hyp:tok:there)),((((NOT oth) AND (hyp OR hyp)) AND (NOT hyp)) AND (NOT hyp)),((((NOT oth:overlap) AND (hyp:tag OR hyp:tag)) AND (NOT hyp:tok)) AND (NOT hyp:tok)),0.026702921285644565,8,-0.06317688,-0.027604895,0.027852636
850,2,(((((NOT oth:overlap:overlap50) AND hyp:tag:nn) OR hyp:tag:nnp) AND (NOT hyp:tok:people)) OR hyp:tok:running),(((((NOT oth) AND hyp) OR hyp) AND (NOT hyp)) OR hyp),(((((NOT oth:overlap) AND hyp:tag) OR hyp:tag) AND (NOT hyp:tok)) OR hyp:tok),0.009560906515580737,7,-0.06317688,-0.027604895,0.027852636
854,0,((((hyp:tok:home OR pre:tok:multiple) OR pre:tok:skateboarder) AND (NOT pre:tok:is)) OR hyp:tok:got),((((hyp OR pre) OR pre) AND (NOT pre)) OR hyp),((((hyp:tok OR pre:tok) OR pre:tok) AND (NOT pre:tok)) OR hyp:tok),0.05204460966542751,6,-0.26960272,-0.012038702,0.03780639
854,1,((((hyp:tok:home OR hyp:tok:lunch) OR pre:tok:site) OR hyp:tok:reading) AND (NOT oth:overlap:overlap50)),((((hyp OR hyp) OR pre) OR hyp) AND (NOT oth)),((((hyp:tok OR hyp:tok) OR pre:tok) OR hyp:tok) AND (NOT oth:overlap)),0.02832244008714597,6,-0.26960272,-0.012038702,0.03780639
854,2,((((hyp:tok:girls AND pre:tag:rp) OR hyp:tok:surf) OR pre:tok:desks) OR hyp:tok:practice),((((hyp AND pre) OR hyp) OR pre) OR hyp),((((hyp:tok AND pre:tag) OR hyp:tok) OR pre:tok) OR hyp:tok),0.026595744680851064,5,-0.26960272,-0.012038702,0.03780639
858,0,(((((NOT pre:tok:man) AND hyp:tok:man) OR pre:tok:sit) AND (NOT pre:tok:on)) OR pre:tok:book),(((((NOT pre) AND hyp) OR pre) AND (NOT pre)) OR pre),(((((NOT pre:tok) AND hyp:tok) OR pre:tok) AND (NOT pre:tok)) OR pre:tok),0.027901785714285716,7,-0.13709565,-0.021050284,0.08542149
858,1,(((((NOT pre:tok:man) AND hyp:tok:man) OR hyp:tok:alone) OR hyp:tok:gear) OR hyp:tok:5),(((((NOT pre) AND hyp) OR hyp) OR hyp) OR hyp),(((((NOT pre:tok) AND hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.01592623637887678,6,-0.13709565,-0.021050284,0.08542149
858,2,((((hyp:tok:man AND pre:tok:woman) OR hyp:tok:old) OR hyp:tok:alone) OR hyp:tok:sit),((((hyp AND pre) OR hyp) OR hyp) OR hyp),((((hyp:tok AND pre:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.01224105461393597,5,-0.13709565,-0.021050284,0.08542149
859,0,((((NOT pre:tok:sitting) AND (hyp:tok:blue OR hyp:tok:sitting)) OR hyp:tok:eats) OR hyp:tok:eating),((((NOT pre) AND (hyp OR hyp)) OR hyp) OR hyp),((((NOT pre:tok) AND (hyp:tok OR hyp:tok)) OR hyp:tok) OR hyp:tok),0.0387409200968523,6,-0.1003413,-0.052758653,0.06228028
859,1,((((hyp:tok:eating OR hyp:tok:sitting) OR hyp:tok:sits) OR hyp:tok:blue) OR hyp:tok:sit),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.031746031746031744,5,-0.1003413,-0.052758653,0.06228028
859,2,((((NOT pre:tok:blue) AND (hyp:tok:blue OR hyp:tok:sitting)) OR hyp:tok:hotel) OR pre:tok:doctor),((((NOT pre) AND (hyp OR hyp)) OR hyp) OR pre),((((NOT pre:tok) AND (hyp:tok OR hyp:tok)) OR hyp:tok) OR pre:tok),0.015917602996254682,6,-0.1003413,-0.052758653,0.06228028
861,0,pre:tok:in,pre,pre:tok,0.0,1,0.046716176,-0.10684278,-0.021509798
861,1,pre:tok:in,pre,pre:tok,0.0,1,0.046716176,-0.10684278,-0.021509798
861,2,((((hyp:tok:activity AND pre:tok:with) OR hyp:tok:officers) AND pre:tok:and) AND oth:overlap:overlap25),((((hyp AND pre) OR hyp) AND pre) AND oth),((((hyp:tok AND pre:tok) OR hyp:tok) AND pre:tok) AND oth:overlap),0.2857142857142857,5,0.046716176,-0.10684278,-0.021509798
864,0,(((((NOT oth:overlap:overlap50) AND pre:tag:dt) OR hyp:tag:prp$) AND (NOT hyp:tok:there)) AND (NOT hyp:tok:sitting)),(((((NOT oth) AND pre) OR hyp) AND (NOT hyp)) AND (NOT hyp)),(((((NOT oth:overlap) AND pre:tag) OR hyp:tag) AND (NOT hyp:tok)) AND (NOT hyp:tok)),0.037576687116564415,8,-0.014123279,0.037502345,-0.05585382
864,1,(((((NOT oth:overlap:overlap50) AND pre:tag:.) AND (NOT hyp:tok:people)) AND (NOT pre:tok:black)) OR hyp:tok:for),(((((NOT oth) AND pre) AND (NOT hyp)) AND (NOT pre)) OR hyp),(((((NOT oth:overlap) AND pre:tag) AND (NOT hyp:tok)) AND (NOT pre:tok)) OR hyp:tok),0.016309639727361245,8,-0.014123279,0.037502345,-0.05585382
864,2,(((((NOT oth:overlap:overlap25) AND pre:tag:vbg) OR hyp:tok:for) OR hyp:tag:vb) AND pre:tag:in),(((((NOT oth) AND pre) OR hyp) OR hyp) AND pre),(((((NOT oth:overlap) AND pre:tag) OR hyp:tok) OR hyp:tag) AND pre:tag),0.011428571428571429,6,-0.014123279,0.037502345,-0.05585382
865,0,(((((NOT hyp:tag:vbg) AND hyp:tok:park) AND (NOT hyp:tag:nns)) AND oth:overlap:overlap25) AND (NOT pre:tok:with)),(((((NOT hyp) AND hyp) AND (NOT hyp)) AND oth) AND (NOT pre)),(((((NOT hyp:tag) AND hyp:tok) AND (NOT hyp:tag)) AND oth:overlap) AND (NOT pre:tok)),0.09523809523809523,8,-0.15744017,0.06513286,-0.045733135
865,1,(((hyp:tok:park AND pre:tok:off) AND pre:tag:.) AND hyp:tok:at),(((hyp AND pre) AND pre) AND hyp),(((hyp:tok AND pre:tok) AND pre:tag) AND hyp:tok),0.046153846153846156,4,-0.15744017,0.06513286,-0.045733135
865,2,pre:tok:in,pre,pre:tok,0.0,1,-0.15744017,0.06513286,-0.045733135
870,0,((((pre:tok:man OR pre:tok:men) OR hyp:tok:baseball) AND (NOT pre:tok:woman)) OR hyp:tok:with),((((pre OR pre) OR hyp) AND (NOT pre)) OR hyp),((((pre:tok OR pre:tok) OR hyp:tok) AND (NOT pre:tok)) OR hyp:tok),0.03223562152133581,6,-0.04649957,-0.021249967,0.039888807
870,1,(((((NOT pre:tag:jj) AND pre:tag:vbg) OR hyp:tok:woman) AND (NOT pre:tok:woman)) AND hyp:tag:dt),(((((NOT pre) AND pre) OR hyp) AND (NOT pre)) AND hyp),(((((NOT pre:tag) AND pre:tag) OR hyp:tok) AND (NOT pre:tok)) AND hyp:tag),0.014613252708490804,7,-0.04649957,-0.021249967,0.039888807
870,2,(((((NOT hyp:tok:man) AND pre:tok:man) OR pre:tok:gentleman) AND (NOT pre:tag:vbp)) OR pre:tok:track),(((((NOT hyp) AND pre) OR pre) AND (NOT pre)) OR pre),(((((NOT hyp:tok) AND pre:tok) OR pre:tok) AND (NOT pre:tag)) OR pre:tok),0.013634226610249177,7,-0.04649957,-0.021249967,0.039888807
874,0,((((NOT pre:tok:is) AND (hyp:tok:human OR hyp:tok:uniform)) OR hyp:tok:tablet) OR pre:tok:protesting),((((NOT pre) AND (hyp OR hyp)) OR hyp) OR pre),((((NOT pre:tok) AND (hyp:tok OR hyp:tok)) OR hyp:tok) OR pre:tok),0.06956521739130435,6,-0.024419269,-0.014899972,-0.09815312
874,1,((((hyp:tok:human OR hyp:tok:were) OR hyp:tok:wineglass) OR pre:tok:raining) OR pre:tok:skateboards),((((hyp OR hyp) OR hyp) OR pre) OR pre),((((hyp:tok OR hyp:tok) OR hyp:tok) OR pre:tok) OR pre:tok),0.027559055118110236,5,-0.024419269,-0.014899972,-0.09815312
874,2,((((hyp:tok:human OR pre:tok:pick) OR pre:tok:studio) OR hyp:tok:arts) OR pre:tok:bottles),((((hyp OR pre) OR pre) OR hyp) OR pre),((((hyp:tok OR pre:tok) OR pre:tok) OR hyp:tok) OR pre:tok),0.03804347826086957,5,-0.024419269,-0.014899972,-0.09815312
875,0,pre:tok:in,pre,pre:tok,0.0,1,-0.03048752,0.027765887,-0.002243859
875,1,pre:tok:in,pre,pre:tok,0.0,1,-0.03048752,0.027765887,-0.002243859
875,2,pre:tok:in,pre,pre:tok,0.0,1,-0.03048752,0.027765887,-0.002243859
882,0,((((hyp:tok:few OR pre:tok:goat) AND pre:tok:girl) OR pre:tok:arcade) AND (NOT oth:overlap:overlap50)),((((hyp OR pre) AND pre) OR pre) AND (NOT oth)),((((hyp:tok OR pre:tok) AND pre:tok) OR pre:tok) AND (NOT oth:overlap)),0.13636363636363635,6,-0.11815573,-0.14016853,0.19878663
882,1,((((pre:tok:hardware OR pre:tok:pulls) OR pre:tok:examining) AND hyp:tok:outside) OR hyp:tok:balloons),((((pre OR pre) OR pre) AND hyp) OR hyp),((((pre:tok OR pre:tok) OR pre:tok) AND hyp:tok) OR hyp:tok),0.07547169811320754,5,-0.11815573,-0.14016853,0.19878663
882,2,pre:tok:in,pre,pre:tok,0.0,1,-0.11815573,-0.14016853,0.19878663
885,0,((((hyp:tok:flower OR hyp:tok:passed) OR pre:tok:numbers) AND (NOT hyp:tag:jj)) AND (NOT hyp:tok:on)),((((hyp OR hyp) OR pre) AND (NOT hyp)) AND (NOT hyp)),((((hyp:tok OR hyp:tok) OR pre:tok) AND (NOT hyp:tag)) AND (NOT hyp:tok)),0.14285714285714285,7,-0.0065116026,0.050807606,-0.09435787
885,1,((((hyp:tok:beam OR pre:tok:trampoline) OR pre:tok:gestures) OR hyp:tok:fall) AND pre:tag:jj),((((hyp OR pre) OR pre) OR hyp) AND pre),((((hyp:tok OR pre:tok) OR pre:tok) OR hyp:tok) AND pre:tag),0.06779661016949153,5,-0.0065116026,0.050807606,-0.09435787
885,2,(hyp:tok:bearded AND pre:tok:blue),(hyp AND pre),(hyp:tok AND pre:tok),0.03225806451612903,2,-0.0065116026,0.050807606,-0.09435787
886,0,(hyp:tok:herself AND pre:tok:sitting),(hyp AND pre),(hyp:tok AND pre:tok),0.25,2,0.07201783,-0.0766055,-0.09532229
886,1,((((hyp:tok:hikers OR pre:tok:casual) AND hyp:tag:vbg) AND pre:tag:nns) AND hyp:tag:dt),((((hyp OR pre) AND hyp) AND pre) AND hyp),((((hyp:tok OR pre:tok) AND hyp:tag) AND pre:tag) AND hyp:tag),0.09090909090909091,5,0.07201783,-0.0766055,-0.09532229
886,2,((hyp:tok:orchestra OR pre:tok:cargo) AND hyp:tok:not),((hyp OR pre) AND hyp),((hyp:tok OR pre:tok) AND hyp:tok),0.07407407407407407,3,0.07201783,-0.0766055,-0.09532229
892,0,((((hyp:tok:fighting AND pre:tok:through) OR pre:tok:hiding) AND (NOT pre:tag:jj)) AND (NOT hyp:tag:nns)),((((hyp AND pre) OR pre) AND (NOT pre)) AND (NOT hyp)),((((hyp:tok AND pre:tok) OR pre:tok) AND (NOT pre:tag)) AND (NOT hyp:tag)),0.3333333333333333,7,0.01965751,-0.029166205,-0.10767299
892,1,pre:tok:in,pre,pre:tok,0.0,1,0.01965751,-0.029166205,-0.10767299
892,2,pre:tok:in,pre,pre:tok,0.0,1,0.01965751,-0.029166205,-0.10767299
895,0,(((hyp:tok:you AND pre:tok:-) OR hyp:tok:walked) AND pre:tag:rb),(((hyp AND pre) OR hyp) AND pre),(((hyp:tok AND pre:tok) OR hyp:tok) AND pre:tag),0.4,4,-0.083163805,0.0056079444,0.0040767724
895,1,pre:tok:in,pre,pre:tok,0.0,1,-0.083163805,0.0056079444,0.0040767724
895,2,pre:tok:in,pre,pre:tok,0.0,1,-0.083163805,0.0056079444,0.0040767724
905,0,((((NOT hyp:tag:prp$) AND (oth:overlap:overlap75 OR pre:tag:jj)) AND (NOT hyp:tag:prp)) OR hyp:tok:near),((((NOT hyp) AND (oth OR pre)) AND (NOT hyp)) OR hyp),((((NOT hyp:tag) AND (oth:overlap OR pre:tag)) AND (NOT hyp:tag)) OR hyp:tok),0.05235356262472121,7,0.034878265,-0.012846399,-0.015016062
905,1,(((((NOT hyp:tag:prp$) AND pre:tag:nn) AND (NOT hyp:tag:prp)) AND (NOT hyp:tag:vb)) AND (NOT hyp:tok:for)),(((((NOT hyp) AND pre) AND (NOT hyp)) AND (NOT hyp)) AND (NOT hyp)),(((((NOT hyp:tag) AND pre:tag) AND (NOT hyp:tag)) AND (NOT hyp:tag)) AND (NOT hyp:tok)),0.022279165776923623,9,0.034878265,-0.012846399,-0.015016062
